date,so2,no2,rspm,spm,AQI
1994-12-31,14.038557812012314,42.63469569548866,140.62381137254513,477.0,477.0
1995-12-31,14.038557812012314,42.63469569548866,140.62381137254513,345.27121163403643,345.27121163403643
1996-12-31,14.038557812012314,42.63469569548866,140.62381137254513,259.9769598092189,259.9769598092189
1997-12-31,14.038557812012314,42.63469569548866,140.62381137254513,221.58333333333334,221.58333333333334
1998-12-31,14.038557812012314,42.63469569548866,140.62381137254513,229.7934470624798,229.7934470624798
1999-12-31,14.038557812012314,42.63469569548866,140.62381137254513,226.75,226.75
2000-12-31,14.038557812012314,42.63469569548866,140.62381137254513,154.30307632140452,154.30307632140452
2001-12-31,14.038557812012314,42.63469569548866,140.62381137254513,12.848560855537983,140.62381137254513
2002-12-31,14.038557812012314,42.63469569548866,140.62381137254513,162.19393104018602,162.19393104018602
2003-12-31,14.038557812012314,42.63469569548866,140.62381137254513,157.687087215205,157.687087215205
2004-12-31,24.763888888888896,67.56422018348623,108.57777777777778,62.788990825688074,108.57777777777778
2005-12-31,31.35483870967742,52.41935483870968,106.75,414.8235294117647,414.8235294117647
2006-12-31,22.57831325301205,55.13855421686745,172.0737704918033,455.97727272727275,455.97727272727275
2007-12-31,13.058031088082895,49.42642487046632,164.67357512953367,442.2176165803109,442.2176165803109
2008-12-31,10.919786096256686,42.49197860962566,147.7379679144385,436.2085561497326,436.2085561497326
2009-12-31,9.035185185185185,28.77407407407407,143.35185185185185,454.8703703703704,454.8703703703704
2010-12-31,11.243106457445025,46.2364746943979,131.75218150162308,439.94066317643984,439.94066317643984
2011-12-31,10.465968586387435,44.57068062827225,138.21465968586386,426.1434540280968,426.1434540280968
2012-12-31,9.30801377035143,37.44052504852978,143.50130179866227,421.2283542203928,421.2283542203928
2013-12-31,8.625,31.083333333333332,141.546875,425.22222222222223,425.22222222222223
2014-12-31,8.515625,27.8125,135.34375,311.3414318491847,311.3414318491847
2015-12-31,8.594936708860759,28.658227848101266,153.96202531898732,311.3414318491847,311.3414318491847
