date,so2,no2,rspm,spm,AQI
1993-12-31,24.182089149017465,27.567739540740362,249.71237262114377,176.25,249.71237262114377
1994-12-31,24.182089149017465,27.567739540740362,249.71237262114377,29.72685487240471,249.71237262114377
1995-12-31,24.182089149017465,27.567739540740362,249.71237262114377,7.0976739983683075,249.71237262114377
1996-12-31,24.182089149017465,27.567739540740362,249.71237262114377,66.12675220300018,249.71237262114377
1997-12-31,24.182089149017465,27.567739540740362,249.71237262114377,249.0,249.71237262114377
1998-12-31,18.45,13.65,249.71237262114377,445.0,445.0
1999-12-31,34.38,29.439999999999998,249.71237262114377,234.16666666666666,249.71237262114377
2000-12-31,32.44444444444444,27.842857142857145,249.71237262114377,365.22222222222223,365.22222222222223
2001-12-31,25.98,25.52,249.71237262114377,339.9166666666667,339.9166666666667
2002-12-31,22.449119472059564,27.08033564936407,249.71237262114377,155.134306396679,249.71237262114377
2003-12-31,21.810425958889297,31.013207243647333,249.71237262114377,93.54610972683022,249.71237262114377
2004-12-31,18.382170542635674,26.27956204379565,155.89166666666668,62.12408759124087,155.89166666666668
2005-12-31,12.33333333333333,15.113265306122443,314.8053097345133,528.4778761061947,528.4778761061947
2006-12-31,11.53607594936708,17.739610389610394,251.80246913580248,429.16107382550337,429.16107382550337
2007-12-31,20.57430555555558,15.277777777777768,235.4125874125874,443.5422535211268,443.5422535211268
2008-12-31,20.23636363636363,15.887378640776689,234.81147540983608,431.85833333333335,431.85833333333335
2009-12-31,29.63550724637686,30.900000000000045,236.06521739130434,480.71014492753625,480.71014492753625
2010-12-31,30.398907103825138,36.84380692169399,290.3551912568306,540.6775956284152,540.6775956284152
2011-12-31,31.252747252747252,38.95054945054945,231.4120879120879,282.0965898714549,282.0965898714549
2012-12-31,29.745,33.985,247.9,282.0965898714549,282.0965898714549
2013-12-31,25.75595238095238,34.041666666666664,295.8934911242604,282.0965898714549,295.8934911242604
2014-12-31,26.774011299435028,39.40112994350282,242.31147540983608,282.0965898714549,282.0965898714549
2015-12-31,23.139240506329113,37.25316455696203,259.8875,282.0965898714549,282.0965898714549
