date,so2,no2,rspm,spm,AQI
2006-12-31,20.892198581560287,30.687919463087265,73.61818181818182,225.05882352941177,225.05882352941177
2007-12-31,18.847750865051907,28.99932885906042,88.77557755775578,209.77557755775578,209.77557755775578
2008-12-31,20.40733333333334,38.26225165562914,135.14935064935065,304.43506493506493,304.43506493506493
2009-12-31,17.203908794788283,43.751948051948034,137.26298701298703,327.97402597402595,327.97402597402595
2010-12-31,19.494915254237288,39.088135593220336,95.76271186440678,204.1728813559322,204.1728813559322
2011-12-31,17.10289389067524,44.33225806451613,121.79742765273312,254.2832746704381,254.2832746704381
2012-12-31,16.774193548387096,43.13548387096774,104.66129032258064,254.2832746704381,254.2832746704381
2013-12-31,17.829457364341085,44.91085271317829,113.32170542635659,254.2832746704381,254.2832746704381
2014-12-31,17.713286713286713,39.36713286713287,145.12237762237763,254.2832746704381,254.2832746704381
2015-12-31,17.848387096774193,41.52258064516129,117.02903225806452,254.2832746704381,254.2832746704381
