2015-02-24,228.61111111111111
2015-02-25,201.0
2015-02-26,153.20833333333334
2015-02-27,150.25
2015-02-28,161.91666666666666
2015-03-01,111.08333333333333
2015-03-02,98.08333333333333
2015-03-03,140.16666666666666
2015-03-04,154.375
2015-03-05,164.41666666666666
2015-03-06,157.58333333333334
2015-03-07,128.79166666666666
2015-03-08,103.29166666666667
2015-03-09,120.70833333333333
2015-03-10,161.08333333333334
2015-03-11,180.375
2015-03-12,203.0
2015-03-13,197.75
2015-03-14,133.45833333333334
2015-03-15,62.083333333333336
2015-03-16,91.375
2015-03-17,129.875
2015-03-18,121.16666666666667
2015-03-19,130.08333333333334
2015-03-20,152.54166666666666
2015-03-21,157.875
2015-03-22,139.25
2015-03-23,134.66666666666666
2015-03-24,138.79166666666666
2015-03-25,173.5
2015-03-26,185.91666666666666
2015-03-27,104.54166666666667
2015-03-28,157.70833333333334
2015-03-29,174.66666666666666
2015-03-30,77.5
2015-03-31,113.29166666666667
2015-04-01,149.45833333333334
2015-04-02,141.75
2015-04-03,84.04166666666667
2015-04-04,76.08333333333333
2015-04-05,139.70833333333334
2015-04-06,161.5
2015-04-07,120.16666666666667
2015-04-08,149.0
2015-04-09,119.08333333333333
2015-04-10,142.41666666666666
2015-04-11,141.95833333333334
2015-04-12,110.29166666666667
2015-04-13,135.58333333333334
2015-04-14,128.04166666666666
2015-04-15,131.04166666666666
2015-04-16,117.375
2015-04-17,128.29166666666666
2015-04-18,173.04166666666666
2015-04-19,165.66666666666666
2015-04-20,171.41666666666666
2015-04-21,151.95833333333334
2015-04-22,142.70833333333334
2015-04-23,132.91666666666666
2015-04-24,171.54166666666666
2015-04-25,156.91666666666666
2015-04-26,91.0
2015-04-27,128.66666666666666
2015-04-28,110.04166666666667
2015-04-29,112.79166666666667
2015-04-30,130.54166666666666
2015-05-01,118.41666666666667
2015-05-02,130.33333333333334
2015-05-03,176.41666666666666
2015-05-04,151.91666666666666
2015-05-05,196.75
2015-05-06,194.95833333333334
2015-05-07,155.70833333333334
2015-05-08,159.20833333333334
2015-05-09,160.83333333333334
2015-05-10,155.83333333333334
2015-05-11,156.875
2015-05-12,159.29166666666666
2015-05-13,127.66666666666667
2015-05-14,136.25
2015-05-15,140.91666666666666
2015-05-16,158.875
2015-05-17,140.91666666666666
2015-05-18,135.16666666666666
2015-05-19,126.83333333333333
2015-05-20,136.0
2015-05-21,146.29166666666666
2015-05-22,119.33333333333333
2015-05-23,117.20833333333333
2015-05-24,148.25
2015-05-25,154.45833333333334
2015-05-26,149.83333333333334
2015-05-27,137.625
2015-05-28,190.08333333333334
2015-05-29,144.75
2015-05-30,147.125
2015-05-31,136.33333333333334
2015-06-01,84.625
2015-06-02,63.208333333333336
2015-06-03,112.08333333333333
2015-06-04,143.5
2015-06-05,177.29166666666666
2015-06-06,149.625
2015-06-07,137.41666666666666
2015-06-08,136.04166666666666
2015-06-09,153.25
2015-06-10,91.75
2015-06-11,133.41666666666666
2015-06-12,85.25
2015-06-13,93.29166666666667
2015-06-14,122.375
2015-06-15,159.04166666666666
2015-06-16,160.41666666666666
2015-06-17,164.33333333333334
2015-06-18,169.70833333333334
2015-06-19,162.0
2015-06-20,100.875
2015-06-21,81.625
2015-06-22,115.83333333333333
2015-06-23,133.5
2015-06-24,172.16666666666666
2015-06-25,84.95833333333333
2015-06-26,130.16666666666666
2015-06-27,112.5
2015-06-28,128.41666666666666
2015-06-29,95.75
2015-06-30,105.29166666666667
2015-07-01,108.33333333333333
2015-07-02,104.66666666666667
2015-07-03,103.125
2015-07-04,131.08333333333334
2015-07-05,184.125
2015-07-06,101.58333333333333
2015-07-07,111.0
2015-07-08,127.45833333333333
2015-07-09,114.04166666666667
2015-07-10,89.41666666666667
2015-07-11,65.29166666666667
2015-07-12,65.625
2015-07-13,79.875
2015-07-14,92.29166666666667
2015-07-15,95.08333333333333
2015-07-16,121.08333333333333
2015-07-17,144.41666666666666
2015-07-18,131.20833333333334
2015-07-19,123.95833333333333
2015-07-20,95.41666666666667
2015-07-21,101.41666666666667
2015-07-22,70.20833333333333
2015-07-23,66.41666666666667
2015-07-24,76.5
2015-07-25,61.25
2015-07-26,43.25
2015-07-27,31.833333333333332
2015-07-28,33.583333333333336
2015-07-29,36.958333333333336
2015-07-30,21.916666666666668
2015-07-31,55.833333333333336
2015-08-01,63.541666666666664
2015-08-02,79.125
2015-08-03,74.0
2015-08-04,83.875
2015-08-05,113.375
2015-08-06,108.33333333333333
2015-08-07,92.75
2015-08-08,122.58333333333333
2015-08-09,93.33333333333333
2015-08-10,142.75
2015-08-11,132.20833333333334
2015-08-12,95.41666666666667
2015-08-13,118.20833333333333
2015-08-14,116.70833333333333
2015-08-15,87.66666666666667
2015-08-16,88.625
2015-08-17,108.75
2015-08-18,99.58333333333333
2015-08-19,48.166666666666664
2015-08-20,55.5
2015-08-21,73.125
2015-08-22,79.375
2015-08-23,84.16666666666667
2015-08-24,73.33333333333333
2015-08-25,82.54166666666667
2015-08-26,87.04166666666667
2015-08-27,102.5
2015-08-28,150.25
2015-08-29,110.79166666666667
2015-08-30,87.0
2015-08-31,82.16666666666667
2015-09-01,111.58333333333333
2015-09-02,147.66666666666666
2015-09-03,150.54166666666666
2015-09-04,137.16666666666666
2015-09-05,117.5
2015-09-06,107.33333333333333
2015-09-07,99.95833333333333
2015-09-08,111.16666666666667
2015-09-09,100.0
2015-09-10,103.875
2015-09-11,142.83333333333334
2015-09-12,155.16666666666666
2015-09-13,158.25
2015-09-14,169.75
2015-09-15,167.29166666666666
