date,so2,no2,rspm,spm,AQI
1990-01-31,6.02,12.03,95.68025855854923,156.33333333333334,156.33333333333334
1990-02-28,6.130283409630391,11.493629487846981,95.68025855854923,155.45875875348196,155.45875875348196
1990-03-31,6.280273424989157,11.144073308777651,95.68025855854923,154.91728460514176,154.91728460514176
1990-04-30,6.453330827938297,11.050209298472495,95.68025855854923,154.8203155698039,154.8203155698039
1990-05-31,6.660992778674422,11.205779856244504,95.68025855854923,155.16138704511258,155.16138704511258
1990-06-30,6.889861731988752,11.600748171914837,95.68025855854923,155.91849441975748,155.91849441975748
1990-07-31,7.1551956181022405,12.261445466528185,95.68025855854923,157.14211151871498,157.14211151871498
1990-08-31,7.44983819268619,13.178846512651063,95.68025855854923,158.81423541001865,158.81423541001865
1990-09-30,7.762881943272608,14.31107013962869,95.68025855854923,160.85945802594907,160.85945802594907
1990-10-31,8.11519645323392,15.733597922592908,95.68025855854923,163.41412754090157,163.41412754090157
1990-11-30,8.484051754185526,17.354653875546024,95.68025855854923,166.31342656681474,166.31342656681474
1990-12-31,8.894038199524198,19.28230839535158,95.68025855854923,169.75064170541611,169.75064170541611
1991-01-31,9.333333333333334,21.46666666666667,95.68025855854923,173.63636363636363,173.63636363636363
1991-02-28,9.75530747779008,23.66027777826747,95.68025855854923,177.53154911663455,177.53154911663455
1991-03-31,10.250383663849448,26.33320125406844,95.68025855854923,182.27088074914406,182.27088074914406
1991-04-30,10.757395425541109,29.164317554928093,95.68025855854923,187.2843689210801,187.2843689210801
1991-05-31,11.310143546977843,32.3423677675704,95.68025855854923,192.9062461772385,192.9062461772385
1991-06-30,11.872966859034694,35.66231639440554,95.68025855854923,198.77381075915736,198.77381075915736
1991-07-31,12.483386915848786,39.345493343889196,95.68025855854923,205.2782336389646,205.2782336389646
1991-08-31,13.054489997827982,42.82706061295516,95.68025855854923,211.7991694484418,211.7991694484418
1991-09-30,13.490938815544963,45.47812049680781,95.68025855854923,217.62945586360783,217.62945586360783
1991-10-31,13.821652527669196,47.474225368182616,95.68025855854923,223.15666174091643,223.15666174091643
1991-11-30,14.025294765676543,48.68659426763602,95.68025855854923,228.02419315279928,228.02419315279928
1991-12-31,14.115441678767494,49.19605178846493,95.68025855854923,232.55655219338195,232.55655219338195
1992-01-31,14.083333333333334,48.95000000000001,95.68025855854923,236.58333333333334,236.58333333333334
1992-02-29,13.942617956161467,48.03585467542604,95.68025855854923,239.89261894339282,239.89261894339282
1992-03-31,13.673886529710957,46.32752680445697,95.68025855854923,242.94086221115475,242.94086221115475
1992-04-30,13.29742056909758,43.95496079196469,95.68025855854923,245.40939754928277,245.40939754928277
1992-05-31,12.788122343613786,40.759985570449714,95.68025855854923,247.46279398031874,247.46279398031874
1992-06-30,12.17884980329078,36.94872857355817,95.68025855854923,248.96857431516355,248.96857431516355
1992-07-31,11.428984778773692,32.26710600149729,95.68025855854923,250.02712390947357,250.02712390947357
1992-08-31,10.632243162072388,27.42289799227634,95.68025855854923,250.5800956031524,250.5800956031524
1992-09-30,9.89798850055425,23.22058358613468,95.68025855854923,250.6338519986193,250.6338519986193
1992-10-31,9.177354237525112,19.38066729363191,95.68025855854923,250.19197685557214,250.19197685557214
1992-11-30,8.516832906083632,16.150885649768203,95.68025855854923,249.28297824775586,249.28297824775586
1992-12-31,7.872389750800377,13.315919878285984,95.68025855854923,247.8462562679827,247.8462562679827
1993-01-31,7.266666666666667,10.991666666666665,95.68025855854923,245.90395638757838,245.90395638757838
1993-02-28,6.752842672641133,9.331309524898915,95.68025855854923,243.7150660211763,243.7150660211763
1993-03-31,6.220812627146881,7.979057636889639,95.68025855854923,240.81053723311896,240.81053723311896
1993-04-30,5.74281150622303,7.1566931586648,95.68025855854923,237.51832542045415,237.51832542045415
1993-05-31,5.286972568474658,6.809391791676075,95.68025855854923,233.61894979567086,233.61894979567086
1993-06-30,4.882704777627466,6.959560075729188,95.68025855854923,229.36398297972283,229.36398297972283
1993-07-31,4.503056947624974,7.617209229761016,95.68025855854923,224.4697605182136,224.4697605182136
1993-08-31,4.239297047047136,8.78234558405061,95.68025855854923,219.57484361816947,219.57484361816947
1993-09-30,4.182991085205067,10.38938891771489,95.68025855854923,215.38250324913255,215.38250324913255
1993-10-31,4.330584846024747,12.545467113947169,95.68025855854923,211.61381103479167,211.61381103479167
1993-11-30,4.672556151388775,15.11147835363568,95.68025855854923,208.51190840833013,208.51190840833013
1993-12-31,5.231703088321421,18.25849005275966,95.68025855854923,205.87000186131704,205.87000186131704
